ID	Gene Name	Species	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT
DNM1	dynamin 1(DNM1)	Homo sapiens	GO:0000266~mitochondrial fission,GO:0002031~G-protein coupled receptor internalization,GO:0003374~dynamin family protein polymerization involved in mitochondrial fission,GO:0006897~endocytosis,GO:0006898~receptor-mediated endocytosis,GO:0007032~endosome organization,GO:0016185~synaptic vesicle budding from presynaptic endocytic zone membrane,GO:0031623~receptor internalization,GO:0048488~synaptic vesicle endocytosis,GO:0050803~regulation of synapse structure or activity,GO:0050804~modulation of synaptic transmission,GO:0061025~membrane fusion,GO:0098884~postsynaptic neurotransmitter receptor internalization,GO:1900244~positive regulation of synaptic vesicle endocytosis,GO:1901998~toxin transport,GO:1904645~response to beta-amyloid,	GO:0001917~photoreceptor inner segment,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005794~Golgi apparatus,GO:0005874~microtubule,GO:0005886~plasma membrane,GO:0008021~synaptic vesicle,GO:0014069~postsynaptic density,GO:0015630~microtubule cytoskeleton,GO:0016020~membrane,GO:0030117~membrane coat,GO:0030424~axon,GO:0031410~cytoplasmic vesicle,GO:0031966~mitochondrial membrane,GO:0043196~varicosity,GO:0044327~dendritic spine head,GO:0045202~synapse,GO:0070062~extracellular exosome,GO:0098684~photoreceptor ribbon synapse,GO:0098835~presynaptic endocytic zone membrane,GO:0098844~postsynaptic endocytic zone membrane,GO:0098978~glutamatergic synapse,	GO:0003723~RNA binding,GO:0003924~GTPase activity,GO:0005515~protein binding,GO:0005525~GTP binding,GO:0008017~microtubule binding,GO:0008022~protein C-terminus binding,GO:0017124~SH3 domain binding,GO:0019901~protein kinase binding,GO:0031749~D2 dopamine receptor binding,GO:0042802~identical protein binding,GO:0044877~macromolecular complex binding,GO:0050998~nitric-oxide synthase binding,
DYNLT3	dynein light chain Tctex-type 3(DYNLT3)	Homo sapiens	GO:0007018~microtubule-based movement,GO:0007049~cell cycle,GO:0007346~regulation of mitotic cell cycle,GO:0045931~positive regulation of mitotic cell cycle,GO:0051301~cell division,	GO:0000776~kinetochore,GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005868~cytoplasmic dynein complex,GO:0061673~mitotic spindle astral microtubule,	GO:0005515~protein binding,GO:0042802~identical protein binding,GO:0045505~dynein intermediate chain binding,
ECD	ecdysoneless cell cycle regulator(ECD)	Homo sapiens	GO:0006397~mRNA processing,GO:0008283~cell proliferation,GO:0008380~RNA splicing,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0048144~fibroblast proliferation,GO:2000045~regulation of G1/S transition of mitotic cell cycle,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005829~cytosol,	GO:0005515~protein binding,GO:0035035~histone acetyltransferase binding,
ELAC2	elaC ribonuclease Z 2(ELAC2)	Homo sapiens	GO:0016078~tRNA catabolic process,GO:0042780~tRNA 3'-end processing,GO:0072684~mitochondrial tRNA 3'-trailer cleavage, endonucleolytic,GO:0090646~mitochondrial tRNA processing,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005739~mitochondrion,GO:0005759~mitochondrial matrix,GO:0005829~cytosol,GO:0042645~mitochondrial nucleoid,	GO:0003723~RNA binding,GO:0004521~endoribonuclease activity,GO:0004549~tRNA-specific ribonuclease activity,GO:0042781~3'-tRNA processing endoribonuclease activity,GO:0046872~metal ion binding,
ETFB	electron transfer flavoprotein subunit beta(ETFB)	Homo sapiens	GO:0009063~cellular amino acid catabolic process,GO:0022904~respiratory electron transport chain,GO:0033539~fatty acid beta-oxidation using acyl-CoA dehydrogenase,	GO:0005739~mitochondrion,GO:0005759~mitochondrial matrix,GO:0045251~electron transfer flavoprotein complex,	GO:0005515~protein binding,GO:0009055~electron carrier activity,
ELP1	elongator acetyltransferase complex subunit 1(ELP1)	Homo sapiens	GO:0002098~tRNA wobble uridine modification,GO:0002926~tRNA wobble base 5-methoxycarbonylmethyl-2-thiouridine biosynthesis.,GO:0006417~regulation of translation,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0033588~Elongator holoenzyme complex,	GO:0000049~tRNA binding,GO:0005515~protein binding,GO:0016301~kinase activity,GO:0043621~protein self-association,
EZH2	enhancer of zeste 2 polycomb repressive complex 2 subunit(EZH2)	Homo sapiens	GO:0000082~G1/S transition of mitotic cell cycle,GO:0000122~negative regulation of transcription from RNA polymerase II promoter,GO:0001932~regulation of protein phosphorylation,GO:0006306~DNA methylation,GO:0006325~chromatin organization,GO:0006338~chromatin remodeling,GO:0006348~chromatin silencing at telomere,GO:0006355~regulation of transcription, DNA-templated,GO:0008284~positive regulation of cell proliferation,GO:0010718~positive regulation of epithelial to mesenchymal transition,GO:0014013~regulation of gliogenesis,GO:0014834~skeletal muscle satellite cell maintenance involved in skeletal muscle regeneration,GO:0014898~cardiac muscle hypertrophy in response to stress,GO:0016571~histone methylation,GO:0021695~cerebellar cortex development,GO:0021766~hippocampus development,GO:0030183~B cell differentiation,GO:0030216~keratinocyte differentiation,GO:0031507~heterochromatin assembly,GO:0031509~telomeric heterochromatin assembly,GO:0032355~response to estradiol,GO:0034244~negative regulation of transcription elongation from RNA polymerase II promoter,GO:0035984~cellular response to trichostatin A,GO:0036333~hepatocyte homeostasis,GO:0042127~regulation of cell proliferation,GO:0042752~regulation of circadian rhythm,GO:0043406~positive regulation of MAP kinase activity,GO:0043433~negative regulation of sequence-specific DNA binding transcription factor activity,GO:0043547~positive regulation of GTPase activity,GO:0045605~negative regulation of epidermal cell differentiation,GO:0045617~negative regulation of keratinocyte differentiation,GO:0045814~negative regulation of gene expression, epigenetic,GO:0045892~negative regulation of transcription, DNA-templated,GO:0048387~negative regulation of retinoic acid receptor signaling pathway,GO:0048468~cell development,GO:0048511~rhythmic process,GO:0048863~stem cell differentiation,GO:0051154~negative regulation of striated muscle cell differentiation,GO:0051932~synaptic transmission, GABAergic,GO:0070301~cellular response to hydrogen peroxide,GO:0070314~G1 to G0 transition,GO:0070734~histone H3-K27 methylation,GO:0071168~protein localization to chromatin,GO:0071902~positive regulation of protein serine/threonine kinase activity,GO:0097421~liver regeneration,GO:0098532~histone H3-K27 trimethylation,GO:1900006~positive regulation of dendrite development,GO:1900016~negative regulation of cytokine production involved in inflammatory response,GO:1902808~positive regulation of cell cycle G1/S phase transition,GO:1904772~response to tetrachloromethane,GO:2000134~negative regulation of G1/S transition of mitotic cell cycle,GO:2000737~negative regulation of stem cell differentiation,	GO:0000781~chromosome, telomeric region,GO:0000785~chromatin,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005677~chromatin silencing complex,GO:0005721~pericentric heterochromatin,GO:0005737~cytoplasm,GO:0035098~ESC/E(Z) complex,GO:0045120~pronucleus,GO:0045202~synapse,	GO:0000978~RNA polymerase II core promoter proximal region sequence-specific DNA binding,GO:0000979~RNA polymerase II core promoter sequence-specific DNA binding,GO:0001222~transcription corepressor binding,GO:0003682~chromatin binding,GO:0003714~transcription corepressor activity,GO:0005515~protein binding,GO:0016279~protein-lysine N-methyltransferase activity,GO:0018024~histone-lysine N-methyltransferase activity,GO:0031490~chromatin DNA binding,GO:0042054~histone methyltransferase activity,GO:0043021~ribonucleoprotein complex binding,GO:0046976~histone methyltransferase activity (H3-K27 specific),GO:0070878~primary miRNA binding,GO:1990841~promoter-specific chromatin binding,
ENOSF1	enolase superfamily member 1(ENOSF1)	Homo sapiens	GO:0009063~cellular amino acid catabolic process,GO:0016052~carbohydrate catabolic process,GO:0044275~cellular carbohydrate catabolic process,	GO:0005739~mitochondrion,	GO:0000287~magnesium ion binding,GO:0016836~hydro-lyase activity,GO:0016853~isomerase activity,GO:0050023~L-fuconate dehydratase activity,
ENOPH1	enolase-phosphatase 1(ENOPH1)	Homo sapiens	GO:0019284~L-methionine salvage from S-adenosylmethionine,GO:0019509~L-methionine salvage from methylthioadenosine,	GO:0005634~nucleus,GO:0005829~cytosol,	GO:0000287~magnesium ion binding,GO:0005515~protein binding,GO:0043715~2,3-diketo-5-methylthiopentyl-1-phosphate enolase activity,GO:0043716~2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase activity,GO:0043874~acireductone synthase activity,
ECH1	enoyl-CoA hydratase 1(ECH1)	Homo sapiens	GO:0006635~fatty acid beta-oxidation,	GO:0005739~mitochondrion,GO:0005777~peroxisome,GO:0005782~peroxisomal matrix,GO:0005829~cytosol,GO:0016020~membrane,GO:0070062~extracellular exosome,	GO:0003824~catalytic activity,GO:0005515~protein binding,GO:0051750~delta3,5-delta2,4-dienoyl-CoA isomerase activity,
EGFR	epidermal growth factor receptor(EGFR)	Homo sapiens	GO:0000165~MAPK cascade,GO:0000902~cell morphogenesis,GO:0001503~ossification,GO:0001892~embryonic placenta development,GO:0001934~positive regulation of protein phosphorylation,GO:0001942~hair follicle development,GO:0006412~translation,GO:0006898~receptor-mediated endocytosis,GO:0006970~response to osmotic stress,GO:0007165~signal transduction,GO:0007166~cell surface receptor signaling pathway,GO:0007169~transmembrane receptor protein tyrosine kinase signaling pathway,GO:0007171~activation of transmembrane receptor protein tyrosine kinase activity,GO:0007173~epidermal growth factor receptor signaling pathway,GO:0007202~activation of phospholipase C activity,GO:0007275~multicellular organism development,GO:0007435~salivary gland morphogenesis,GO:0007494~midgut development,GO:0007611~learning or memory,GO:0007623~circadian rhythm,GO:0008284~positive regulation of cell proliferation,GO:0010750~positive regulation of nitric oxide mediated signal transduction,GO:0010960~magnesium ion homeostasis,GO:0014066~regulation of phosphatidylinositol 3-kinase signaling,GO:0016101~diterpenoid metabolic process,GO:0018108~peptidyl-tyrosine phosphorylation,GO:0021795~cerebral cortex cell migration,GO:0030154~cell differentiation,GO:0030307~positive regulation of cell growth,GO:0030324~lung development,GO:0030335~positive regulation of cell migration,GO:0032930~positive regulation of superoxide anion generation,GO:0033138~positive regulation of peptidyl-serine phosphorylation,GO:0033590~response to cobalamin,GO:0033594~response to hydroxyisoflavone,GO:0033674~positive regulation of kinase activity,GO:0034614~cellular response to reactive oxygen species,GO:0035690~cellular response to drug,GO:0038083~peptidyl-tyrosine autophosphorylation,GO:0038134~ERBB2-EGFR signaling pathway,GO:0042059~negative regulation of epidermal growth factor receptor signaling pathway,GO:0042060~wound healing,GO:0042177~negative regulation of protein catabolic process,GO:0042311~vasodilation,GO:0042327~positive regulation of phosphorylation,GO:0042698~ovulation cycle,GO:0042743~hydrogen peroxide metabolic process,GO:0043006~activation of phospholipase A2 activity by calcium-mediated signaling,GO:0043066~negative regulation of apoptotic process,GO:0043406~positive regulation of MAP kinase activity,GO:0043586~tongue development,GO:0045737~positive regulation of cyclin-dependent protein serine/threonine kinase activity,GO:0045739~positive regulation of DNA repair,GO:0045740~positive regulation of DNA replication,GO:0045780~positive regulation of bone resorption,GO:0045893~positive regulation of transcription, DNA-templated,GO:0045907~positive regulation of vasoconstriction,GO:0045930~negative regulation of mitotic cell cycle,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0046328~regulation of JNK cascade,GO:0046718~viral entry into host cell,GO:0046777~protein autophosphorylation,GO:0048143~astrocyte activation,GO:0048146~positive regulation of fibroblast proliferation,GO:0048546~digestive tract morphogenesis,GO:0048661~positive regulation of smooth muscle cell proliferation,GO:0048812~neuron projection morphogenesis,GO:0050673~epithelial cell proliferation,GO:0050679~positive regulation of epithelial cell proliferation,GO:0050729~positive regulation of inflammatory response,GO:0050730~regulation of peptidyl-tyrosine phosphorylation,GO:0050999~regulation of nitric-oxide synthase activity,GO:0051205~protein insertion into membrane,GO:0051592~response to calcium ion,GO:0051897~positive regulation of protein kinase B signaling,GO:0051968~positive regulation of synaptic transmission, glutamatergic,GO:0060252~positive regulation of glial cell proliferation,GO:0060571~morphogenesis of an epithelial fold,GO:0061029~eyelid development in camera-type eye,GO:0061098~positive regulation of protein tyrosine kinase activity,GO:0070141~response to UV-A,GO:0070257~positive regulation of mucus secretion,GO:0070372~regulation of ERK1 and ERK2 cascade,GO:0070374~positive regulation of ERK1 and ERK2 cascade,GO:0071230~cellular response to amino acid stimulus,GO:0071260~cellular response to mechanical stimulus,GO:0071276~cellular response to cadmium ion,GO:0071364~cellular response to epidermal growth factor stimulus,GO:0071392~cellular response to estradiol stimulus,GO:0071549~cellular response to dexamethasone stimulus,GO:0090263~positive regulation of canonical Wnt signaling pathway,GO:0097421~liver regeneration,GO:0098609~cell-cell adhesion,GO:1900020~positive regulation of protein kinase C activity,GO:1900087~positive regulation of G1/S transition of mitotic cell cycle,GO:1901224~positive regulation of NIK/NF-kappaB signaling,GO:1902722~positive regulation of prolactin secretion,GO:1903078~positive regulation of protein localization to plasma membrane,GO:1903800~positive regulation of production of miRNAs involved in gene silencing by miRNA,GO:1905208~negative regulation of cardiocyte differentiation,	GO:0000139~Golgi membrane,GO:0005615~extracellular space,GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005768~endosome,GO:0005789~endoplasmic reticulum membrane,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0005925~focal adhesion,GO:0009925~basal plasma membrane,GO:0009986~cell surface,GO:0010008~endosome membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0016323~basolateral plasma membrane,GO:0016324~apical plasma membrane,GO:0030054~cell junction,GO:0030669~clathrin-coated endocytic vesicle membrane,GO:0031901~early endosome membrane,GO:0031965~nuclear membrane,GO:0032587~ruffle membrane,GO:0032991~macromolecular complex,GO:0043235~receptor complex,GO:0044214~spanning component of plasma membrane,GO:0045121~membrane raft,GO:0045202~synapse,GO:0048471~perinuclear region of cytoplasm,GO:0070435~Shc-EGFR complex,GO:0097489~multivesicular body, internal vesicle lumen,GO:0097708~intracellular vesicle,	GO:0001618~virus receptor activity,GO:0003682~chromatin binding,GO:0003690~double-stranded DNA binding,GO:0004672~protein kinase activity,GO:0004709~MAP kinase kinase kinase activity,GO:0004713~protein tyrosine kinase activity,GO:0004714~transmembrane receptor protein tyrosine kinase activity,GO:0004888~transmembrane signaling receptor activity,GO:0005006~epidermal growth factor-activated receptor activity,GO:0005178~integrin binding,GO:0005515~protein binding,GO:0005516~calmodulin binding,GO:0005524~ATP binding,GO:0016301~kinase activity,GO:0019899~enzyme binding,GO:0019900~kinase binding,GO:0019901~protein kinase binding,GO:0019903~protein phosphatase binding,GO:0030235~nitric-oxide synthase regulator activity,GO:0030296~protein tyrosine kinase activator activity,GO:0030297~transmembrane receptor protein tyrosine kinase activator activity,GO:0031625~ubiquitin protein ligase binding,GO:0042802~identical protein binding,GO:0045296~cadherin binding,GO:0048408~epidermal growth factor binding,GO:0051015~actin filament binding,GO:0051117~ATPase binding,
